title,year,doi,journal,url,categories,cited_by_count,authors,abstract
Emission Characteristics of Volatile Organic Compounds from Material Extrusion Printers Using Acrylonitrile–Butadiene–Styrene and Polylactic Acid Filaments in Printing Environments and Their Toxicological Concerns,2025,10.3390/toxics13040276,Toxics,https://www.semanticscholar.org/paper/a3786ac40e21b40427205598e39f40df748c1af0,core_emissions_measurement;health_toxicology;materials;workplace_indoor_air,3,Yuan Gao; Yawei Xue; Chenyang Sun; Luhang She; Ying Peng,"The utilization of 3D printing releases a multitude of harmful gas pollutants, posing potential health risks to operators. Materials extrusion (ME; also known as fused deposition modeling (FDM)), a widely adopted 3D printing technology, predominantly employs acrylonitrile–butadiene–styrene (ABS) and polylactic acid (PLA) as printing materials, with the respective market shares of these materials reaching approximately 75%. The extensive usage of ABS and PLA during the ME process leads to significant volatile organic compound (VOC) emissions, thereby deteriorating the quality of indoor air. Nevertheless, information regarding the emission characteristics of VOCs and their influencing factors, as well as the toxicological impacts of the printing processes, remains largely unknown. Herein, we thoroughly reviewed the emission characteristics of VOCs released during ME printing processes using ABS and PLA in various printing environments, such as chambers, laboratories, and workplaces, as well as their potential influencing factors under different environmental conditions. A total of 62 VOC substances were identified in chamber studies using ABS and PLA filaments; for example, styrene had an emission rate of 0.29–113.10 μg/min, and isopropyl alcohol had an emission rate of 3.55–56.53 μg/min. Emission rates vary depending on the composition of the filament’s raw materials, additives (such as dyes and stabilizers), printing conditions (temperature), the printer’s condition (whether it has closure), and other factors. Additionally, we reviewed the toxicological concerns associated with hazardous VOC species commonly detected during the ME printing process and estimated cancer and non-cancer risks for users after long-term inhalation exposure. Potential health hazards associated with inhalation exposure to benzene, formaldehyde, acetaldehyde, styrene, and other substances were identified, which were calculated based on concentrations measured in real indoor environments. This study provides valuable insights for future research on the development of ME printing technologies and offers suggestions to reduce VOC emissions to protect users."
3D Printing in Makerspaces: Health and Safety Concerns.,2017,10.29173/istl1712,Issues in Science and Technology Librarianship,https://www.semanticscholar.org/paper/1a4c67d47c4972c07dc378a7c2d51525b1484712,core_emissions_measurement;health_toxicology;materials,2,N. Bharti,"3D (three-dimensional) printing is included in makerspaces around the world and has become increasingly affordable and useful. Most makerspaces use Fused Deposition Modeling (FDM)-based 3D printers, using polylactic acid (PLA) and acrylonitrile butadiene styrene (ABS) as printing materials. However, heating PLA and ABS to high temperatures emits ultrafine particles and volatile organic compounds, which are potentially harmful and raise health and safety concerns. This paper discusses the health and safety hazards posed by 3D printing and presents recommendations to minimize the effects of these hazards. [ABSTRACT FROM AUTHOR] "
Cytotoxicity and Characterization of Ultrafine Particles from Desktop Three-Dimensional Printers with Multiple Filaments,2023,10.20944/preprints202306.1327.v1,Preprints.org,https://doi.org/10.20944/preprints202306.1327.v1,core_emissions_measurement;health_toxicology;materials;mitigation_filtration,2,Runcheng Fang; Jun Wang; Afzaal nadeem Mohammed; Jagjit Yadav," Previous research via cell experiments has shown that ultrafine particles (UFPs, particles less than 100 nm) emitted from Three-Dimensional desktop printers (3D printers) had cytotoxicity. However, a few particles from different filaments and their cytotoxicity combinations have been tested. Here we quantify emissions of UFPs and use Air-Liquid Interface (ALI) from one commercially available filament extrusion desktop 3D printer utilizing three different filaments by controlled experiments. A549 cells were exposed at the ALI to UFPs generated by a working 3D printer for an average of 45 minutes and 90 minutes. Twenty-four hours after exposure, cells were analyzed for percent cytotoxicity grown on the 24-well ALI insert (LDH assay). UFP exposure resulted in decreased cell viability (significantly increased LDH levels). The result shows that Acrylonitrile butadiene styrene (ABS) has the most significant particle emission. ALI exposures enable in vitro testing of mixtures of particles such as UFP from a 3D printer. ABS is the only filament with a significant difference compared with the HEPA control in 90 minutes of exposure (p-value &amp;amp;lt;0.05). ABS and PETG we used during the experiment presented a significant difference compared with the HEPA control in 45 minutes of exposure.A screening analysis of potential exposure to these products in a typical environment suggests caution should be used when operating many printer and filament combinations in poorly ventilated spaces or without the aid of combined gas and particle filtration systems. "
Risk assessment and toxicity effects of materials used during additive manufacturing with FDM technology,2024,10.13075/mp.5893.01486,Medycyna Pracy,https://openalex.org/W4393097068,core_emissions_measurement;health_toxicology;materials;mitigation_filtration,2,Elżbieta Dobrzyńska; Luiza Chojnacka-Puchta; Dorota Sawicka; Piotr Sobiech; Tomasz Jankowski; Adrian Okołowicz; Małgorzata Szewczyńska,"This paper discusses the potential of additive printing, the risks it poses to users' health (including 3D printer operators) and the effects of chemical substances released during the printing based on the available in vitro and in vivo studies. It was shown that substances emitted during printing with the commonly used acrylonitrile butadiene styrene (ABS) filament in additive manufacturing might have carcinogenic, hepatotoxic and teratogenic effects, as well as toxic effect on the respiratory system. The latest research on the mechanism of formation of particles and volatile organic compounds (VOCs) during 3D printing, the parameters affecting their potential emission, and trends in reducing these hazards are indicated. The need for the design of more environmentally friendly and less emissive printing materials, as well as strategies for prevention and individual and collective protection measures are emphasized. Users of 3D printers should be familiar with all possible aspects of the threats associated with the printing process. Insufficient data on direct exposure to chemicals and particles released during the use of filaments makes it difficult to build awareness of safe working practices. Of particular concern is the health impact of emitted chemicals and particles from thermally treated materials in one of the most popular technologies for 3D printing, i.e., fused deposition modelling. Exposure of the users to, for example, plasticizers added to filaments occurs through a variety of routes, by absorption through the skin, by inhalation or ingestion. Available epidemiological data, as well as current experimental works, indicate that such exposure is a high risk of cardiovascular diseases, atherosclerosis in adults, and cardiac problems and metabolic disorders in children. This review, by identifying potential risk factors, may contribute to reducing the health loss of printer users and improving working conditions and safety, especially in enterprises where additive manufacturing technology is used. Med Pr Work Health Saf. 2024;75(2)."
Occupational Exposure to Nanoparticles in Additive Manufacturing Risk Assessment and Mitigation Strategies,2025,10.38177/ajast.2025.9402,Asian journal of applied science and technology,https://www.semanticscholar.org/paper/cac69f210d3f8c3cf9f04ceb6d30b889ea904bda,core_emissions_measurement;health_toxicology;mitigation_filtration;workplace_indoor_air;resin_or_other_am,2,E. N. Orhuebor; John Aberebuofori; Chris Akpololohor; G. Isangadighi; Nkechi Blessing Chinedu,"The Implementation of nanotechnology in additive manufacturing (AM) has revolutionised production productivity. Nevertheless, it has also created several occupational health issues, leading to the release of nanoparticles into the atmosphere. Though the exposure process is primarily used in industry, there is little quantitative understanding of exposure patterns and the effectiveness of mitigation in AMs. The objective of the study was to measure nanoparticle exposure in three AM processes —Fused Deposition Modelling (FDM), Selective Laser Melding (SLM), and Binder Jetting — and to develop a comprehensive risk control and assessment framework. Real-time aerosol surveillance of airborne nanoparticles was measured and characterised using a Canning Mobility Particle Sizer (SMPS), a Condensation Particle Counter (CPC), and an Aerodynamic Particle Sizer (APS), in conjunction with transmission electron microscopy (TEM) and GIS-based spatial modelling. Risk indices used to determine exposure severity include the Composite Exposure Index (CEI), Hazard Quotient (HQ), and Normative Risk Index (NRI). It was determined that the maximum concentration (1.1 x 106 particles/cm3 ) and NRI (0.80) was observed in SLM and the most emitted particles were the ultrafine particles (<100 nm). The use of mitigation measures of sealed enclosure, local exhaust ventilation, and administration control reduced the filing of nanoparticles by 58%. The thermodynamic influences on the dynamics of emission were confirmed as the correlation between high process temperature, length of exposure and strength of concentration were high. The research concludes that AM, as a form of nanoparticle exposure, is process-driven and can be significantly reduced through innovative engineering and intervention strategies. It suggests that real-time monitoring, enclosed handling systems, and occupational biomonitoring should be institutionalised. At the same time, nano-specific exposure limits should be implemented to promote safer industrial practices in new manufacturing technologies."
Acute health effects of desktop 3D printing (FDM) using ABS and PLA materials: an experimental exposure study in human volunteers,2018,,,https://www.semanticscholar.org/paper/14e8a496ba30e69c475cb621ca84d93cddd7b031,health_toxicology;materials,1,I. Gümperlein; E. Fischer; G. Dietrich-Gümperlein; S. Karrasch; Dennis Nowak; R. Jörres; R. Schierl,
Production and New Green Activation of Conductive 3D-Printed Cu/PLA Electrode: Its Performance in Hydrogen Evolution Reactions in Alkaline Media,2023,10.32571/ijct.1375421,International Journal of Chemical Technology,https://www.semanticscholar.org/paper/6f7b78cf77f5182dd78f89b3ad2a09d1063e9af1,core_emissions_measurement;materials;resin_or_other_am,1,Halil Eki̇ci̇; Sevgi Ateş; Evrim Baran Aydın,"In this study, Cu-polylactic acid (PLA) composite filaments were produced with an extruder and three-dimensional (3D) Cu/PLA electrodes were 3D printed with Fused Deposition Modelling (FDM) method. To improve the electrochemical performance of the 3D-Cu/PLA electrode, a novel electrochemical activation method, which differentiates from complex activation methods in the literature, was applied in 1 M KOH solution without using any solvent. Field emission scanning electron microscopy (FE-SEM), Energy-Dispersive X-ray Spectroscopy (EDX), Fourier Transform Infrared Spectroscopy (FT-IR), and RAMAN techniques were used to characterize the 3D-Cu/PLA electrode before and after activation. The results showed that Cu particles were released after the degradation of PLA after activation. In addition, the thermal stability of the 3D electrode was demonstrated by the TGA technique. The performance of the 3D Cu/PLA electrode before and after activation in the hydrogen evolution reaction (HER) in 1M solution was measured using cyclic voltammetry (CV), electrochemical impedance spectroscopy (EIS), and cathodic polarization curves methods. The EIS results showed that the charge transfer resistance values of the 3D-Cu/PLA electrode in 1 M KOH decreased significantly after activation. Post-activation hydrogen content measurements of the 3D-Cu/PLA electrode after electrolysis at different potentials and energy efficiency tests at different current densities were also carried out. The results indicate that the electrocatalytic properties of 3D-Cu electrodes were improved for HER through the activation process."
The size distribution of nanoparticles emitted from advanced manufacturing devices impacts predicted carcinogenic potential,2025,10.3389/fpubh.2025.1582690,Frontiers in Public Health,https://www.semanticscholar.org/paper/5fc94180d26293303ed12192f2c08803074521eb,core_emissions_measurement;health_toxicology;mitigation_filtration;workplace_indoor_air,1,W. Hill; A. Korchevskiy; M. Moovendhan; Håkan Tinnerberg; Francisco António; Coelho Silva,"Advanced manufacturing devices such as 3D printers bring users into closer contact with processes that generate ultrafine particles or release engineered nanomaterials. While approaches to assessing the risk of lung carcinogenesis and related health effects are developing, serious questions exist regarding the impact such devices may have on human health and safety if proper actions (i.e., engineering controls including ventilation or filtration) are not taken to mitigate exposures. The size distribution of particulates emitted during fused deposition modeling (FDM) 3D printing was measured following the ANSI/CAN/UL 2904 method and associated lung cancer risk was estimated through a developing model. Particulate morphologies were assessed, identifying agglomerative and morphological characteristics which may further impact health effects. The estimation of excess lung cancer risk for 3D printer emissions based upon particle size was found to vary according to aerodynamic diameter distribution and emitted concentration, with values projected as high as 468 cases per 10,000 workers in the measured exposure scenario (1 m3 enclosure with air fully exchanged once per hour); predicted excess lung cancer risk was found to drop significantly as print extrusion temperature decreased. Actual health impacts will depend highly upon the exposure scenario, as room air volume, ventilation, and number of printers in operation will impact the concentration of particulates present. This model provides a means for assessing excess lung cancer risk across a broad aerodynamic diameter distribution, improving resolution over methods that use a single particle size bin such as PM2.5 or PM10. The effects of particle composition are only anecdotally considered in this model, however; this limitation should be accommodated as the model is implemented in practical settings."
Ultrafine particle emissions from desktop 3D printers,2013,10.1016/j.atmosenv.2013.06.050,Atmospheric Environment,https://doi.org/10.1016/j.atmosenv.2013.06.050,core_emissions_measurement,,Brent Stephens; Parham Azimi; Zeineb El Orch; Tiffanie Ramos,
Emissions of Nanoparticles and Gaseous Material from 3D Printer Operation,2015,10.1021/acs.est.5b02805,Environmental Science &amp; Technology,https://doi.org/10.1021/acs.est.5b02805,core_emissions_measurement,,Yuna Kim; Chungsik Yoon; Seunghon Ham; Jihoon Park; Songha Kim; Ohhun Kwon; Perng-Jy Tsai,
Characterization of Particle Emissions from Desktop 3D Printers: A Look at the Effect of Part Design and Build Pathing,2016,,,https://www.semanticscholar.org/paper/6b56b0913a0e40718fc11b710ccd7e024e73521e,core_emissions_measurement,0,G. A. Aguilera,
Health effects of laser printer emissions: a controlled exposure study,2017,10.1111/ina.12366,Indoor Air,https://doi.org/10.1111/ina.12366,core_emissions_measurement;health_toxicology;mitigation_filtration;workplace_indoor_air,,S. Karrasch; M. Simon; B. Herbig; J. Langner; S. Seeger; A. Kronseder; S. Peters; G. Dietrich-Gümperlein,
Acrylonitrile butadiene styrene (ABS) and polycarbonate (PC) filaments three-dimensional (3-D) printer emissions-induced cell toxicity.,2019,10.1016/j.toxlet.2019.09.013,Toxicol Lett,https://europepmc.org/article/MED/31562913,core_emissions_measurement;health_toxicology;materials,,Farcas MT; Stefaniak AB; Knepp AK; Bowers L; Mandler WK; Kashon M; Jackson SR; Stueckle TA,
Characteristics of nanoparticle formation and hazardous air pollutants emitted by 3D printer operations: from emission to inhalation.,2019,10.1039/c9ra03248g,RSC Adv,https://europepmc.org/article/MED/35519372,core_emissions_measurement;health_toxicology,,Youn JS; Seo JW; Han S; Jeon KJ.,
Chemical Composition and Toxicity of Particles Emitted from a Consumer-Level 3D Printer Using Various Materials.,2019,10.1021/acs.est.9b04168,Environmental science & technology,https://pubmed.ncbi.nlm.nih.gov/31513393/,core_emissions_measurement;health_toxicology,,Zhang Q; Pardo M; Rudich Y; Kaplan-Ashiri I; Wong JPS; Davis AY; Black MS; Weber RJ,
Condensational particle growth device for reliable cell exposure at the air-liquid interface to nanoparticles.,2019,10.1080/02786826.2019.1659938,Aerosol Sci Technol,https://europepmc.org/article/MED/33033421,core_emissions_measurement;health_toxicology,,Tilly TB; Ward RX; Luthra JK; Robinson S; Eiguren-Fernandez A; Lewis GS; Salisbury RL; Lednicky JA,
Fabrication of a superhydrophobic surface using a fused deposition modeling (FDM) 3D printer with poly lactic acid (PLA) filament and dip coating with silica nanoparticles,2019,10.1016/j.apsusc.2018.10.205,Applied Surface Science,https://doi.org/10.1016/j.apsusc.2018.10.205,core_emissions_measurement;materials,,Kyong-Min Lee; Hani Park; Jihun Kim; Doo-Man Chun,
"ACS National Meeting & Expo Conference Abstract Submission March 22-26, 2020, Philadelphia, PA Emissions from consumer level 3D printers and their potential health impacts",2020,,,https://www.semanticscholar.org/paper/446766d963fb94992bdfea0e18d223f065cd29a3,core_emissions_measurement;health_toxicology;materials,0,Qian Zhang; Aika Y. Davis; M. Black; R. Weber,
Potential health impacts of particle and volatile organic compound emissions from consumer level 3D printers,2020,10.1021/scimeetings.0c03376,,https://doi.org/10.1021/scimeetings.0c03376,core_emissions_measurement;health_toxicology,,Qian Zhang,
Potential health impacts of particle and volatile organic compound emissions from consumer level 3D printers,2020,10.1021/scimeetings.0c03375,,https://doi.org/10.1021/scimeetings.0c03375,core_emissions_measurement;health_toxicology,,Qian Zhang,
Pulmonary and systemic toxicity in rats following inhalation exposure of 3-D printer emissions from acrylonitrile butadiene styrene (ABS) filament.,2020,10.1080/08958378.2020.1834034,Inhalation toxicology,https://pubmed.ncbi.nlm.nih.gov/33076715/,core_emissions_measurement;health_toxicology;materials,,Farcas MT; McKinney W; Qi C; Mandler KW; Battelli L; Friend SA; Stefaniak AB; Jackson M,
Antimicrobial Activity of 3D-Printed Acrylonitrile Butadiene Styrene (ABS) Polymer-Coated with Silver Nanoparticles,2021,10.3390/ma14247681,Materials,https://doi.org/10.3390/ma14247681,core_emissions_measurement;health_toxicology;materials,,Isabel Tse; Atishay Jay; Ina Na; Sean Murphy; Nereida Niño-Martínez; Gabriel Alejandro Martínez-Castañon; Jamie Magrill; Horacio Bach," Medical devices with antimicrobial properties are a potential long-term solution to the high rate of multi-drug-resistant healthcare-associated infections. Silver nanoparticles (AgNPs) are an established agent for effectively eliminating a wide range of microbial strains. AgNPs have been commonly incorporated into traditional plastic materials; however, recently, there has been increased interest in using AgNPs combined with 3D-printing technology for medical devices due to the accessibility and customizability of 3D-printed products. This study reports a novel method of utilizing acetone to partially dissolve 3D-printed polymer acrylonitrile butadiene styrene (ABS) plastic to attach a layer of AgNPs. The antimicrobial properties of this AgNP-coated surface were tested against several microbial strains prevalent in healthcare-associated infections. AgNP-coated ABS (AgNP-ABS) plastic demonstrated significant elimination of viable bacteria within 4 h for all tested bacterial species (Acinetobacter baumannii, non-pathogenic and pathogenic Escherichia coli, Pseudomonas aeruginosa, and methicillin-resistant Staphylococcus aureus) and within 19 h for the tested fungus Candida albicans. The longevity of adhesion of AgNPs to the ABS plastic was assessed by checking antibacterial activity against A. baumannii after repeat use cycles. AgNP-ABS plastic showed decreased antibacterial efficacy with repeated use but maintained the ability to eliminate microbes within 3 h for up to eight use cycles. The AgNP-coated ABS plastic showed efficacy as an antimicrobial surface, and future studies will consider its applicability in the production of medical devices. "
Digital Holographic Microscopy as Identifier of Ultrafine Particles Emitted during Fused Deposition Modelling,2021,10.3390/app12010065,Applied Sciences,https://www.semanticscholar.org/paper/f046affbd86f470740f6b87fb369dc37f42f89c0,core_emissions_measurement;health_toxicology,0,Daniel Alberto García-Espinosa; M. León-Rodríguez; Pedro Yáñez-Contreras; I. Miguel-Andrés; J. Padilla-Medina; Alejandra Cruz-Bernal; Patricia Ibarra-Torres,"Additive manufacturing has acquired a global industrial panorama for being an alternative to redirect the industry towards sustainability. However, previous studies have indicated that fused deposition modelling (FDM) techniques are potential sources of particles that are harmful to health. For this reason, this work is focused on exploring the behaviour and distribution of FDM resultant nanoparticles from the most commonly used printable materials through alternative methods as digital holographic microscopy (DHM). In this paper, we present the feasibility of using DHM to determine the presence of nanoparticles in the FDM process. Experimental results validate this technology’s precision and provide extensive knowledge about the implications of the FDM on health. The measure of the thin films deposited in glass substrates was between a minimum of 9 nm to a maximum of 200 nm, in agreement with the previous studies."
Mixing state of printer generated ultrafine particles: Implications for the complexity of indoor aerosols,2021,10.1016/j.atmosenv.2021.118550,Atmospheric Environment,https://doi.org/10.1016/j.atmosenv.2021.118550,core_emissions_measurement;workplace_indoor_air,,Hao Wang; Congrong He; Rob L. Modini; Wenlu Wang; Haoxian Lu; Lidia Morawska,
Additives influence <scp>3D</scp> printer emission profiles: Implications for working safely with polymer filament composites,2022,10.1111/ina.13130,Indoor Air,https://doi.org/10.1111/ina.13130,core_emissions_measurement;materials;workplace_indoor_air,,W. Cary Hill; Daniel W. Seitz; Matthew S. Hull; Mark L. Ballentine; Alan J. Kennedy,
Characteristics of ultrafine particles emitted from 3D‐pens and effect of partition on children's exposure during 3D‐pen operation,2022,10.1111/ina.12978,Indoor Air,https://doi.org/10.1111/ina.12978,core_emissions_measurement;health_toxicology;workplace_indoor_air,,Donghyun Kim; Kiyoung Lee,
"Decision letter for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v1/decision1,,https://doi.org/10.1111/ina.13053/v1/decision1,core_emissions_measurement;health_toxicology,,,
Metal Compositions of Particle Emissions from Material Extrusion 3D Printing: Emission Sources and Indoor Exposure Potentials,2022,10.2139/ssrn.4206919,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.4206919,core_emissions_measurement;health_toxicology;workplace_indoor_air;resin_or_other_am,,Qian Zhang; Rodney J. Weber; Todd P. Luxton; Derek M. Peloquin; Eric J. Baumann; Marilyn S. Black,
"Review for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v2/review1,,https://doi.org/10.1111/ina.13053/v2/review1,core_emissions_measurement;health_toxicology,,,
"Review for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v2/review2,,https://doi.org/10.1111/ina.13053/v2/review2,core_emissions_measurement;health_toxicology,,,
"Review for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v1/review1,,https://doi.org/10.1111/ina.13053/v1/review1,core_emissions_measurement;health_toxicology,,,
"Review for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v3/review1,,https://doi.org/10.1111/ina.13053/v3/review1,core_emissions_measurement;health_toxicology,,,
"Review for ""Analysis of ways to reduce potential health risk from ultrafine and fine particles emitted from 3D printers in the makerspace""",2022,10.1111/ina.13053/v1/review2,,https://doi.org/10.1111/ina.13053/v1/review2,core_emissions_measurement;health_toxicology,,,
Systematic ranking of filaments regarding their particulate emissions during fused filament fabrication 3D printing by means of a proposed standard test method,2022,10.1111/ina.13010,Indoor Air,https://doi.org/10.1111/ina.13010,core_emissions_measurement;materials;workplace_indoor_air,,Chi‐Long Tang; Stefan Seeger,
A pilot study of occupational exposure to ultrafine particles during 3D printing in research laboratories.,2023,10.3389/fpubh.2023.1144475,Front Public Health,https://europepmc.org/article/MED/37333549,core_emissions_measurement;health_toxicology;workplace_indoor_air,,Felici G; Lachowicz JI; Milia S; Cannizzaro E; Cirrincione L; Congiu T; Jaremko M; Campagna M,
Emissions and health risks from the use of 3D printers in an occupational setting,2023,10.32920/23935251,,https://openalex.org/W4385754222,core_emissions_measurement;health_toxicology;workplace_indoor_air,0,Felix Chan; Chun‐Yip Hon; Susan M. Tarlo; Nikhil Rajaram; R. House,
Highly-dense acrylonitrile butadiene styrene specimens fabricated by overheat material extrusion 3D printing,2023,10.1108/rpj-06-2022-0184,Rapid Prototyping Journal,https://doi.org/10.1108/rpj-06-2022-0184,core_emissions_measurement;materials,,Thang Q. Tran; Xinying Deng; Carla Canturri; Chu Long Tham; Feng Lin Ng," Purpose This study aims to comprehensively investigate the process-structure-property correlation of acrylonitrile butadiene styrene (ABS) parts manufactured by the overheat material extrusion (Mex) method. This study considers the relationships between the tensile and impact strength with temperature profiles, mesostructures and fracture behaviors of the ABS-printed parts. Design/methodology/approach The overheat printing condition was generated by using the highest possible printing temperature of the Mex printer used in this study together with cooling fan turned off. Temperature profiles of the polymer rasters were measured to characterize the diffusion time of the deposited rasters. Thermogravimetric analysis, differential scanning calorimetry and melt flow index were performed to study the thermal properties of the ABS feedstock. The mesostructures of the printed ABS samples were characterized by using an optical microscope, while their fracture surface was investigated using a field emission scanning electron microscope. The authors performed the tensile and impact tests following ASTM D3039 and D256-10A, respectively. Findings The use of the overheat Mex printing could offer better raster diffusion with reduced cooling rate and prolonged diffusion time. Consequently, the overheat printed ABS parts possessed a porosity as low as 1.35% with an increase in the weld length formed between the adjacent rasters of up to 62.5%. More importantly, the overheat printed ABS parts exhibited an increase of up to 70%, 84% and 30% in tensile strain at break, tensile toughness and impact strength, respectively, compared to their normal printed counterparts. Originality/value This study provides a facile but effective approach to fabricate highly dense and strong polymeric parts printed by Mex method for end-use applications. "
Processing and modeling of mill scale strengthened ABS composites fabricated by fused deposition modeling (FDM): Effects of printing parameters,2023,10.21203/rs.3.rs-3477979/v1,,https://doi.org/10.21203/rs.3.rs-3477979/v1,core_emissions_measurement;materials,,Jennarong Tungtrongpairoj; Korbkaroon Doungkeaw; Boonlom Thavornyutikarn; Peeraphat Suttipong; Vitoon Uthaisangsuk," Abstract Mill scale (MS) strengthened acrylonitrile-butadiene-styrene (ABS) composite filaments were fabricated as an optional low-cost and sustainable feedstock material with enhanced strength using fused deposition modeling (FDM) technology. In the present study, the effects of the printing parameters on the mechanical properties of the printed ABS/1.0 vol% MS composites were evaluated. Test specimens of ABS/1.0 vol% MS composites were printed at temperatures of 240–280°C, printing speeds of 10–90 mm s − 1 , and infill densities of 25–100%. The average maximum stress and modulus of ABS/1.0 vol% MS samples increased when the printing temperature was raised to 270°C while decreasing the printing speed, with numerous air gaps and pores found in the cross-sectional microstructures after failure at low infill density. High surface roughness of the printed ABS/1.0 vol% MS composites was observed by a 3D laser scanner when printing at high temperatures and speeds due to insufficient cooling. The printed composite microstructures were examined by X-ray micro-computed tomography (µCT), and showed homogeneously dense particle dispersion in the entire printed part. Representative volume element (RVE) based modeling was conducted using real particle geometries from µCT. RVE simulations predicted high local stress distributions around mill scale particles and air gaps in the printed samples. "
Workplace Exposure Measurements of Emission from Industrial 3D Printing.,2023,10.1093/annweh/wxad006,Ann Work Expo Health,https://europepmc.org/article/MED/36869756,core_emissions_measurement;health_toxicology;materials;workplace_indoor_air,,Kangas A; Kukko K; Kanerva T; Säämänen A; Akmal JS; Partanen J; Viitanen AK.,
An Experimental Study on the Emission Dynamics in Fused Deposition Modelling (FDM) 3D Printing Process,2024,10.1115/fedsm2024-131044,Volume 1: Fluid Applications and Systems (FASTC); Fluid Measurement and Instrumentation (FMITC); Fluid Mechanics (FMTC); Multiphase Flow (MFTC),https://www.semanticscholar.org/paper/33d000181d1db74cce93c3576f11c1f65ceaede2,core_emissions_measurement;health_toxicology;materials;mitigation_filtration;resin_or_other_am,0,T. Misztal; Omar Addasi; Jooi Albano; Yang Liu," Fused Deposition Modeling (FDM) 3D printing is a manufacturing process that involves the melting and layering of thermoplastic to create 3D objects. Concerns have arisen from the volatile organic compounds (VOCs) emitted when 3D printing filaments are heated to their melting points, posing environmental and health risks. In the present study, a series of experiments were conducted to characterize the thermal flow phenomena during FDM 3D printing, specifically focused on investigating the VOCs emission dynamics along with the thermal flow during heating and melting in the printing processes. A high-speed Schlieren imaging system and an infrared thermal imaging system were temporally synchronized to both qualitatively and quantitatively characterize the thermal effects and the thermal-induced multiphase flows during the 3D printing process within an FDM 3D printer. In addition, the VOC emissions during the printing process were quantified by using a spatially-distributed-and-temporally-synchronized metal-oxide sensor array system, which can achieve fast spatial tracking of the VOC emissions. By correlating the data from the multiple measurement systems, the VOC emission transport behaviors in the convective gas current were characterized in detail. The findings in this paper offer insights into off-gassing profiles of different filaments, aiding in the development of customized ventilation approaches."
"Carbon-Based Piezoresistive Polymer Nanocomposites by Extrusion Additive Manufacturing: Process, Material Design, and Current Progress",2024,10.1089/3dp.2022.0153,3D Printing and Additive Manufacturing,https://doi.org/10.1089/3dp.2022.0153,core_emissions_measurement;health_toxicology,,James D. Banks; Anahita Emami," Advancement in additive manufacturing (AM) allows the production of nanocomposites with complex and custom geometries not typically allowable with conventional manufacturing techniques. The benefits of AM have led to recent interest in producing multifunctional materials capable of being printed with current AM technologies. In this article, piezoresistive composites realized by AM and the matrices and fillers utilized to make such devices are introduced and discussed. Carbon-based nanoparticles (Carbon Nanotubes, Graphene/Graphite, and Carbon Black) are often the filler choice of most researchers and are heavily discussed throughout this review in combination with extrusion AM methods. Piezoresistive applications such as physiological and wearable sensors, structural health monitoring, and soft robotics are presented with an emphasis on material and AM selection to meet the demands of such applications. "
Metabolic and Toxicological Effects of 3D Printer Particulate Emissions at a High School: Comparing ABS and PLA Filaments,2024,10.1164/ajrccm-conference.2024.209.1_meetingabstracts.a4408,B75. POLLUTION AND LUNG HEALTH: MECHANISMS AND PATHOGENESIS,https://doi.org/10.1164/ajrccm-conference.2024.209.1_meetingabstracts.a4408,core_emissions_measurement;health_toxicology;materials;workplace_indoor_air,,L. Barnett; Q. Zhang; S. Alqahtani; J. Shannahan; M. Black; C. Wright,
Pulmonary evaluation of whole-body inhalation exposure of polycarbonate (PC) filament 3D printer emissions in rats (dataset).,2024,10.26616/nioshrd-1083-2024-0,,https://doi.org/10.26616/nioshrd-1083-2024-0,core_emissions_measurement;health_toxicology;materials,,,
Using particle dimensionality-based modeling to estimate lung carcinogenicity of 3D printer emissions.,2024,10.1002/jat.4561,Journal of applied toxicology : JAT,https://pubmed.ncbi.nlm.nih.gov/37950573/,core_emissions_measurement;health_toxicology,,Korchevskiy AA; Hill WC; Hull M; Korchevskiy A,
An Experimental Study of Volatile Organic Compound (VOC) Emissions from a Resin 3D Printer to Assess Exposure and Exposure Mitigation.,2025,10.1021/acs.chas.5c00167,J Chem Health Saf,https://europepmc.org/article/MED/41613160,core_emissions_measurement;health_toxicology;resin_or_other_am,,Baguley DA; Bard D; Evans GS; Monks PS; Cordell RL.,
